H काल काल NP NNP NP k7t VGF ; H चुना चुन VGF VM VGF NULL ROOT ; R ; k7t 
ROOT  ;  H विनिवेश विनिवेश NP NN NP k5 VGNN  ;  U ;  NULL
ROOT  ;  H मिलने मिल VGNN VM VGNN nmod NP2  ;  U ;  NULL
H सिंह सिंह NP NNP NP k1 VGF ; H की कर VGF VM VGF NULL ROOT ; R ; k1 
H बजट बजट NP NN NP2 k2 VGNN ; H बनाने बना VGNN VM VGNN rt VGF ; R ; k2 
H बनाने बना VGNN VM VGNN rt VGF ; H की कर VGF VM VGF NULL ROOT ; R ; rt 
H चिदंबरम् चिदंबरम् NP NNP NP3 r6-k2 NP4 ; H तारीफ तारीफ NP NN NP4 pof VGF ; R ; r6-k2 
H तारीफ तारीफ NP NN NP4 pof VGF ; H की कर VGF VM VGF NULL ROOT ; R ; pof 
ROOT ; H की कर VGF VM VGF NULL ROOT ; L ; ROOT 
H की कर VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H सिंह सिंह NP NNP NP k1 VGF  ;  H तारीफ तारीफ NP NN NP4 pof VGF  ;  U ;  NULL
H सिंह सिंह NP NNP NP k1 VGF  ;  H बजट बजट NP NN NP2 k2 VGNN  ;  U ;  NULL
H बनाने बना VGNN VM VGNN rt VGF  ;  H चिदंबरम् चिदंबरम् NP NNP NP3 r6-k2 NP4  ;  U ;  NULL
H चिदंबरम् चिदंबरम् NP NNP NP3 r6-k2 NP4  ;  H की कर VGF VM VGF NULL ROOT  ;  U ;  NULL
H बजट बजट NP NN NP2 k2 VGNN  ;  H की कर VGF VM VGF NULL ROOT  ;  U ;  NULL
H तारीफ तारीफ NP NN NP4 pof VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H चिदंबरम् चिदंबरम् NP NNP NP3 r6-k2 NP4  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H सिंह सिंह NP NNP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H बजट बजट NP NN NP2 k2 VGNN  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H तारीफ तारीफ NP NN NP4 pof VGF  ;  U ;  NULL
ROOT  ;  H चिदंबरम् चिदंबरम् NP NNP NP3 r6-k2 NP4  ;  U ;  NULL
ROOT  ;  H सिंह सिंह NP NNP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H बजट बजट NP NN NP2 k2 VGNN  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H कृषि कृषि NP NN NP2 ccof CCP2 ; H और और CCP CC CCP2 k4 VGNF ; R ; ccof 
H और और CCP CC CCP2 k4 VGNF ; H देकर दे VGNF VM VGNF vmod VGF2 ; R ; k4 
H और और CCP CC CCP2 k4 VGNF ; H क्षेत्र क्षेत्र NP NN NP3 ccof CCP2 ; L ; ccof 
H बढ़ावा बढ़ावा NP NN NP4 pof VGNF ; H देकर दे VGNF VM VGNF vmod VGF2 ; R ; pof 
H देकर दे VGNF VM VGNF vmod VGF2 ; H दिया दे VGF VM VGF2 ccof CCP ; R ; vmod 
H विकास विकास NP NN NP5 r6 NP6 ; H गति गति NP NN NP6 k2 VGNN ; R ; r6 
H गति गति NP NN NP6 k2 VGNN ; H बढ़ाने बढ़ा VGNN VM VGNN k7 VGF2 ; R ; k2 
H बढ़ाने बढ़ा VGNN VM VGNN k7 VGF2 ; H दिया दे VGF VM VGF2 ccof CCP ; R ; k7 
H जोर जोर NP NN NP7 adv VGF2 ; H दिया दे VGF VM VGF2 ccof CCP ; R ; adv 
H कि कि CCP CC CCP k2 VGF ; H दिया दे VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H और और CCP CC CCP2 k4 VGNF  ;  H बढ़ावा बढ़ावा NP NN NP4 pof VGNF  ;  U ;  NULL
H देकर दे VGNF VM VGNF vmod VGF2  ;  H जोर जोर NP NN NP7 adv VGF2  ;  U ;  NULL
H देकर दे VGNF VM VGNF vmod VGF2  ;  H विकास विकास NP NN NP5 r6 NP6  ;  U ;  NULL
H बढ़ाने बढ़ा VGNN VM VGNN k7 VGF2  ;  H जोर जोर NP NN NP7 adv VGF2  ;  U ;  NULL
H कृषि कृषि NP NN NP2 ccof CCP2  ;  H दिया दे VGF VM VGF2 ccof CCP  ;  U ;  NULL
H गति गति NP NN NP6 k2 VGNN  ;  H दिया दे VGF VM VGF2 ccof CCP  ;  U ;  NULL
H दिया दे VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H जोर जोर NP NN NP7 adv VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H दिया दे VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H जोर जोर NP NN NP7 adv VGF2  ;  U ;  NULL
ROOT  ;  H उन्होंने वह NP PRP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF  ;  U ;  NULL
H साथ साथ NP NST NP sent-adv VGF ; H दिया दे VGF VM VGF NULL ROOT ; R ; sent-adv 
H क्षेत्र क्षेत्र NP NN NP2 k7 VGF ; H दिया दे VGF VM VGF NULL ROOT ; R ; k7 
H ध्यान ध्यान NP NN NP3 pof VGF ; H दिया दे VGF VM VGF NULL ROOT ; R ; pof 
ROOT ; H दिया दे VGF VM VGF NULL ROOT ; L ; ROOT 
H दिया दे VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H साथ साथ NP NST NP sent-adv VGF  ;  H क्षेत्र क्षेत्र NP NN NP2 k7 VGF  ;  U ;  NULL
H क्षेत्र क्षेत्र NP NN NP2 k7 VGF  ;  H ध्यान ध्यान NP NN NP3 pof VGF  ;  U ;  NULL
H ध्यान ध्यान NP NN NP3 pof VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H क्षेत्र क्षेत्र NP NN NP2 k7 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H साथ साथ NP NST NP sent-adv VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H ध्यान ध्यान NP NN NP3 pof VGF  ;  U ;  NULL
ROOT  ;  H क्षेत्र क्षेत्र NP NN NP2 k7 VGF  ;  U ;  NULL
ROOT  ;  H साथ साथ NP NST NP sent-adv VGF  ;  U ;  NULL
H बृहस्पतिवार बृहस्पतिवार NP NNP NP k7t VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7t 
H संवाददाताओं संवाददाता NP NN NP2 k4 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k4 
H चीत चीत NP NN NP3 k7 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k7 
H प्रधानमंत्री प्रधानमंत्री NP NNP NP4 k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H तेजी तेजी NP NN NP5 adv VGNF ; H फैल फैल VGNF VM VGNF nmod__k1inv NP6 ; R ; adv 
H फैल फैल VGNF VM VGNF nmod__k1inv NP6 ; H ढाँचे ढाँचा NP NN NP6 k7 VGF2 ; R ; nmod__k1inv 
H ढाँचे ढाँचा NP NN NP6 k7 VGF2 ; H पाया पा VGF VM VGF2 ccof CCP ; R ; k7 
H गरीबी गरीबी NP NN NP7 ccof CCP2 ; H और और CCP CC CCP2 nmod NP10 ; R ; ccof 
H अशिक्षा अशिक्षा NP NN NP8 ccof CCP2 ; H और और CCP CC CCP2 nmod NP10 ; R ; ccof 
H और और CCP CC CCP2 nmod NP10 ; H समस्याओं समस्या NP NN NP10 r6 NP11 ; R ; nmod 
H और और CCP CC CCP2 nmod NP10 ; H बीमारी बीमारी NP NN NP9 ccof CCP2 ; L ; ccof 
H समस्याओं समस्या NP NN NP10 r6 NP11 ; H समाधान समाधान NP NN NP11 k2 VGF2 ; R ; r6 
H समाधान समाधान NP NN NP11 k2 VGF2 ; H पाया पा VGF VM VGF2 ccof CCP ; R ; k2 
H कि कि CCP CC CCP k2 VGF ; H पाया पा VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H बृहस्पतिवार बृहस्पतिवार NP NNP NP k7t VGF  ;  H प्रधानमंत्री प्रधानमंत्री NP NNP NP4 k1 VGF  ;  U ;  NULL
H बृहस्पतिवार बृहस्पतिवार NP NNP NP k7t VGF  ;  H संवाददाताओं संवाददाता NP NN NP2 k4 VGF  ;  U ;  NULL
H संवाददाताओं संवाददाता NP NN NP2 k4 VGF  ;  H चीत चीत NP NN NP3 k7 VGF  ;  U ;  NULL
H चीत चीत NP NN NP3 k7 VGF  ;  H प्रधानमंत्री प्रधानमंत्री NP NNP NP4 k1 VGF  ;  U ;  NULL
H ढाँचे ढाँचा NP NN NP6 k7 VGF2  ;  H समाधान समाधान NP NN NP11 k2 VGF2  ;  U ;  NULL
H ढाँचे ढाँचा NP NN NP6 k7 VGF2  ;  H गरीबी गरीबी NP NN NP7 ccof CCP2  ;  U ;  NULL
H गरीबी गरीबी NP NN NP7 ccof CCP2  ;  H अशिक्षा अशिक्षा NP NN NP8 ccof CCP2  ;  U ;  NULL
H तेजी तेजी NP NN NP5 adv VGNF  ;  H पाया पा VGF VM VGF2 ccof CCP  ;  U ;  NULL
H समस्याओं समस्या NP NN NP10 r6 NP11  ;  H पाया पा VGF VM VGF2 ccof CCP  ;  U ;  NULL
H पाया पा VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H समाधान समाधान NP NN NP11 k2 VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H बृहस्पतिवार बृहस्पतिवार NP NNP NP k7t VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H संवाददाताओं संवाददाता NP NN NP2 k4 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H पाया पा VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H समाधान समाधान NP NN NP11 k2 VGF2  ;  U ;  NULL
ROOT  ;  H बृहस्पतिवार बृहस्पतिवार NP NNP NP k7t VGF  ;  U ;  NULL
ROOT  ;  H संवाददाताओं संवाददाता NP NN NP2 k4 VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H छूट छूट NP NN NP2 r6 NP3 ; H सीमा सीमा NP NN NP3 k2 VGNN ; R ; r6 
H सीमा सीमा NP NN NP3 k2 VGNN ; H बढ़ाने बढ़ा VGNN VM VGNN rh VGF2 ; R ; k2 
H बढ़ाने बढ़ा VGNN VM VGNN rh VGF2 ; H होगा हो VGF VM VGF2 ccof CCP ; R ; rh 
H करोड़ करोड NP QC NP4 jjmod JJP ; H अधिक अधिक JJP QF JJP nmod NP5 ; R ; jjmod 
H अधिक अधिक JJP QF JJP nmod NP5 ; H लोगों लोग NP NN NP5 k4a VGF2 ; R ; nmod 
H लोगों लोग NP NN NP5 k4a VGF2 ; H होगा हो VGF VM VGF2 ccof CCP ; R ; k4a 
H फायदा फायदा NP NN NP6 pof VGF2 ; H होगा हो VGF VM VGF2 ccof CCP ; R ; pof 
H कि कि CCP CC CCP k2 VGF ; H होगा हो VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H बढ़ाने बढ़ा VGNN VM VGNN rh VGF2  ;  H फायदा फायदा NP NN NP6 pof VGF2  ;  U ;  NULL
H बढ़ाने बढ़ा VGNN VM VGNN rh VGF2  ;  H करोड़ करोड NP QC NP4 jjmod JJP  ;  U ;  NULL
H लोगों लोग NP NN NP5 k4a VGF2  ;  H फायदा फायदा NP NN NP6 pof VGF2  ;  U ;  NULL
H छूट छूट NP NN NP2 r6 NP3  ;  H होगा हो VGF VM VGF2 ccof CCP  ;  U ;  NULL
H अधिक अधिक JJP QF JJP nmod NP5  ;  H होगा हो VGF VM VGF2 ccof CCP  ;  U ;  NULL
H होगा हो VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H फायदा फायदा NP NN NP6 pof VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H होगा हो VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H फायदा फायदा NP NN NP6 pof VGF2  ;  U ;  NULL
ROOT  ;  H उन्होंने वह NP PRP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H देश देश NP NN NP2 r6 NP3 ; H जिलों जिला NP NN NP3 k7p VGF2 ; R ; r6 
H जिलों जिला NP NN NP3 k7p VGF2 ; H किया कर VGF VM VGF2 ccof CCP ; R ; k7p 
H कार्यक्रम कार्यक्रम NP NNP NP4 k2 VGF2 ; H किया कर VGF VM VGF2 ccof CCP ; R ; k2 
H लागू लागू JJP JJ JJP pof VGF2 ; H किया कर VGF VM VGF2 ccof CCP ; R ; pof 
H कि कि CCP CC CCP k2 VGF ; H किया कर VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H जिलों जिला NP NN NP3 k7p VGF2  ;  H कार्यक्रम कार्यक्रम NP NNP NP4 k2 VGF2  ;  U ;  NULL
H कार्यक्रम कार्यक्रम NP NNP NP4 k2 VGF2  ;  H लागू लागू JJP JJ JJP pof VGF2  ;  U ;  NULL
H देश देश NP NN NP2 r6 NP3  ;  H किया कर VGF VM VGF2 ccof CCP  ;  U ;  NULL
H किया कर VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H लागू लागू JJP JJ JJP pof VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H कि कि CCP CC CCP k2 VGF  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H किया कर VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H लागू लागू JJP JJ JJP pof VGF2  ;  U ;  NULL
ROOT  ;  H उन्होंने वह NP PRP NP k1 VGF  ;  U ;  NULL
ROOT  ;  H कि कि CCP CC CCP k2 VGF  ;  U ;  NULL
H साल साल NP NN NP k7t VGNN ; H करने कर VGNN VM VGNN r6 NP4 ; R ; k7t 
H घाटा घाटा NP NN NP2 k2 VGNN ; H करने कर VGNN VM VGNN r6 NP4 ; R ; k2 
H फीसदी फीसदी NP NN NP3 k7 VGNN ; H करने कर VGNN VM VGNN r6 NP4 ; R ; k7 
H सीमित सीमित JJP JJ JJP pof VGNN ; H करने कर VGNN VM VGNN r6 NP4 ; R ; pof 
H करने कर VGNN VM VGNN r6 NP4 ; H लक्ष्य लक्ष्य NP NN NP4 k2 VGNF ; R ; r6 
H लक्ष्य लक्ष्य NP NN NP4 k2 VGNF ; H देते दे VGNF VM VGNF vmod VGF ; R ; k2 
H तार्किक तार्किक JJP JJ JJP2 k2s VGNF ; H देते दे VGNF VM VGNF vmod VGF ; R ; k2s 
H करार करार NP NN NP5 pof VGNF ; H देते दे VGNF VM VGNF vmod VGF ; R ; pof 
H देते दे VGNF VM VGNF vmod VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; vmod 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H सरकार सरकार NP NN NP6 k1 VGF2 ; H है है VGF VM VGF2 ccof CCP ; R ; k1 
H साल साल NP NN NP7 k7 VGF2 ; H है है VGF VM VGF2 ccof CCP ; R ; k7 
H घाटा घाटा NP NN NP8 k2 VGNN2 ; H करने कर VGNN VM VGNN2 rt VGF2 ; R ; k2 
H समाप्त समाप्त JJP JJ JJP3 pof VGNN2 ; H करने कर VGNN VM VGNN2 rt VGF2 ; R ; pof 
H करने कर VGNN VM VGNN2 rt VGF2 ; H है है VGF VM VGF2 ccof CCP ; R ; rt 
H प्रतिबद्ध प्रतिबद्ध JJP JJ JJP4 k1s VGF2 ; H है है VGF VM VGF2 ccof CCP ; R ; k1s 
H कि कि CCP CC CCP k2 VGF ; H है है VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
H साल साल NP NN NP k7t VGNN  ;  H सीमित सीमित JJP JJ JJP pof VGNN  ;  U ;  NULL
H साल साल NP NN NP k7t VGNN  ;  H घाटा घाटा NP NN NP2 k2 VGNN  ;  U ;  NULL
H घाटा घाटा NP NN NP2 k2 VGNN  ;  H फीसदी फीसदी NP NN NP3 k7 VGNN  ;  U ;  NULL
H फीसदी फीसदी NP NN NP3 k7 VGNN  ;  H सीमित सीमित JJP JJ JJP pof VGNN  ;  U ;  NULL
H लक्ष्य लक्ष्य NP NN NP4 k2 VGNF  ;  H तार्किक तार्किक JJP JJ JJP2 k2s VGNF  ;  U ;  NULL
H तार्किक तार्किक JJP JJ JJP2 k2s VGNF  ;  H करार करार NP NN NP5 pof VGNF  ;  U ;  NULL
H करार करार NP NN NP5 pof VGNF  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H तार्किक तार्किक JJP JJ JJP2 k2s VGNF  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H साल साल NP NN NP k7t VGNN  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H घाटा घाटा NP NN NP2 k2 VGNN  ;  H कहा कह VGF VM VGF NULL ROOT  ;  U ;  NULL
H सरकार सरकार NP NN NP6 k1 VGF2  ;  H प्रतिबद्ध प्रतिबद्ध JJP JJ JJP4 k1s VGF2  ;  U ;  NULL
H सरकार सरकार NP NN NP6 k1 VGF2  ;  H साल साल NP NN NP7 k7 VGF2  ;  U ;  NULL
H साल साल NP NN NP7 k7 VGF2  ;  H प्रतिबद्ध प्रतिबद्ध JJP JJ JJP4 k1s VGF2  ;  U ;  NULL
H साल साल NP NN NP7 k7 VGF2  ;  H घाटा घाटा NP NN NP8 k2 VGNN2  ;  U ;  NULL
H घाटा घाटा NP NN NP8 k2 VGNN2  ;  H समाप्त समाप्त JJP JJ JJP3 pof VGNN2  ;  U ;  NULL
H करने कर VGNN VM VGNN2 rt VGF2  ;  H प्रतिबद्ध प्रतिबद्ध JJP JJ JJP4 k1s VGF2  ;  U ;  NULL
H समाप्त समाप्त JJP JJ JJP3 pof VGNN2  ;  H है है VGF VM VGF2 ccof CCP  ;  U ;  NULL
H घाटा घाटा NP NN NP8 k2 VGNN2  ;  H है है VGF VM VGF2 ccof CCP  ;  U ;  NULL
H है है VGF VM VGF2 ccof CCP  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H प्रतिबद्ध प्रतिबद्ध JJP JJ JJP4 k1s VGF2  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H साल साल NP NN NP k7t VGNN  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
H घाटा घाटा NP NN NP2 k2 VGNN  ;  H । । BLK SYM BLK rsym VGF  ;  U ;  NULL
ROOT  ;  H है है VGF VM VGF2 ccof CCP  ;  U ;  NULL
ROOT  ;  H प्रतिबद्ध प्रतिबद्ध JJP JJ JJP4 k1s VGF2  ;  U ;  NULL
ROOT  ;  H साल साल NP NN NP k7t VGNN  ;  U ;  NULL
ROOT  ;  H घाटा घाटा NP NN NP2 k2 VGNN  ;  U ;  NULL
H उन्होंने वह NP PRP NP k1 VGF ; H कहा कह VGF VM VGF NULL ROOT ; R ; k1 
ROOT ; H कहा कह VGF VM VGF NULL ROOT ; L ; ROOT 
H कहा कह VGF VM VGF NULL ROOT ; H कि कि CCP CC CCP k2 VGF ; L ; k2 
H जिम्मेदारी जिम्मेदारी NP NN NP2 rh VGF2 ; H हो हो VGF VM VGF2 ccof CCP ; R ; rh 
H व्यवस्था व्यवस्था NP NN NP3 k1 VGF2 ; H हो हो VGF VM VGF2 ccof CCP ; R ; k1 
H सुनिश्चित सुनिश्चित JJP JJ JJP pof VGF2 ; H हो हो VGF VM VGF2 ccof CCP ; R ; pof 
H कि कि CCP CC CCP k2 VGF ; H हो हो VGF VM VGF2 ccof CCP ; L ; ccof 
H कहा कह VGF VM VGF NULL ROOT ; H । । BLK SYM BLK rsym VGF ; L ; rsym 
